hour,day_of_week,location,latitude,longitude,demand,supply
14,0,andhra_pradesh_kakinada,16.9891,82.2475,87,88
14,1,andhra_pradesh_kakinada,16.9891,82.2475,87,88
14,2,andhra_pradesh_kakinada,16.9891,82.2475,87,88
14,3,andhra_pradesh_kakinada,16.9891,82.2475,87,88
14,4,andhra_pradesh_kakinada,16.9891,82.2475,87,88
14,5,andhra_pradesh_kakinada,16.9891,82.2475,80,86
14,6,andhra_pradesh_kakinada,16.9891,82.2475,80,86
15,0,andhra_pradesh_kakinada,16.9891,82.2475,87,88
15,1,andhra_pradesh_kakinada,16.9891,82.2475,87,88
15,2,andhra_pradesh_kakinada,16.9891,82.2475,87,88
15,3,andhra_pradesh_kakinada,16.9891,82.2475,87,88
15,4,andhra_pradesh_kakinada,16.9891,82.2475,87,88
15,5,andhra_pradesh_kakinada,16.9891,82.2475,80,86
15,6,andhra_pradesh_kakinada,16.9891,82.2475,80,86
16,0,andhra_pradesh_kakinada,16.9891,82.2475,99,88
16,1,andhra_pradesh_kakinada,16.9891,82.2475,99,88
16,2,andhra_pradesh_kakinada,16.9891,82.2475,99,88
16,3,andhra_pradesh_kakinada,16.9891,82.2475,99,88
16,4,andhra_pradesh_kakinada,16.9891,82.2475,99,88
16,5,andhra_pradesh_kakinada,16.9891,82.2475,90,86
16,6,andhra_pradesh_kakinada,16.9891,82.2475,90,86
17,0,andhra_pradesh_kakinada,16.9891,82.2475,177,74
17,1,andhra_pradesh_kakinada,16.9891,82.2475,177,74
17,2,andhra_pradesh_kakinada,16.9891,82.2475,177,74
17,3,andhra_pradesh_kakinada,16.9891,82.2475,177,74
17,4,andhra_pradesh_kakinada,16.9891,82.2475,177,74
17,5,andhra_pradesh_kakinada,16.9891,82.2475,162,72
17,6,andhra_pradesh_kakinada,16.9891,82.2475,162,72
18,0,andhra_pradesh_kakinada,16.9891,82.2475,177,74
18,1,andhra_pradesh_kakinada,16.9891,82.2475,177,74
18,2,andhra_pradesh_kakinada,16.9891,82.2475,177,74
18,3,andhra_pradesh_kakinada,16.9891,82.2475,177,74
18,4,andhra_pradesh_kakinada,16.9891,82.2475,177,74
18,5,andhra_pradesh_kakinada,16.9891,82.2475,162,72
18,6,andhra_pradesh_kakinada,16.9891,82.2475,162,72
19,0,andhra_pradesh_kakinada,16.9891,82.2475,177,74
19,1,andhra_pradesh_kakinada,16.9891,82.2475,177,74
19,2,andhra_pradesh_kakinada,16.9891,82.2475,177,74
19,3,andhra_pradesh_kakinada,16.9891,82.2475,177,74
19,4,andhra_pradesh_kakinada,16.9891,82.2475,177,74
19,5,andhra_pradesh_kakinada,16.9891,82.2475,162,72
19,6,andhra_pradesh_kakinada,16.9891,82.2475,162,72
20,0,andhra_pradesh_kakinada,16.9891,82.2475,177,74
20,1,andhra_pradesh_kakinada,16.9891,82.2475,177,74
20,2,andhra_pradesh_kakinada,16.9891,82.2475,177,74
20,3,andhra_pradesh_kakinada,16.9891,82.2475,177,74
20,4,andhra_pradesh_kakinada,16.9891,82.2475,177,74
20,5,andhra_pradesh_kakinada,16.9891,82.2475,162,72
20,6,andhra_pradesh_kakinada,16.9891,82.2475,162,72
21,0,andhra_pradesh_kakinada,16.9891,82.2475,177,74
21,1,andhra_pradesh_kakinada,16.9891,82.2475,177,74
21,2,andhra_pradesh_kakinada,16.9891,82.2475,177,74
21,3,andhra_pradesh_kakinada,16.9891,82.2475,177,74
21,4,andhra_pradesh_kakinada,16.9891,82.2475,177,74
21,5,andhra_pradesh_kakinada,16.9891,82.2475,162,72
21,6,andhra_pradesh_kakinada,16.9891,82.2475,162,72
22,0,andhra_pradesh_kakinada,16.9891,82.2475,61,88
22,1,andhra_pradesh_kakinada,16.9891,82.2475,61,88
22,2,andhra_pradesh_kakinada,16.9891,82.2475,61,88
22,3,andhra_pradesh_kakinada,16.9891,82.2475,61,88
22,4,andhra_pradesh_kakinada,16.9891,82.2475,61,88
22,5,andhra_pradesh_kakinada,16.9891,82.2475,56,86
22,6,andhra_pradesh_kakinada,16.9891,82.2475,56,86
23,0,andhra_pradesh_kakinada,16.9891,82.2475,61,88
23,1,andhra_pradesh_kakinada,16.9891,82.2475,61,88
23,2,andhra_pradesh_kakinada,16.9891,82.2475,61,88
23,3,andhra_pradesh_kakinada,16.9891,82.2475,61,88
23,4,andhra_pradesh_kakinada,16.9891,82.2475,61,88
23,5,andhra_pradesh_kakinada,16.9891,82.2475,56,86
23,6,andhra_pradesh_kakinada,16.9891,82.2475,56,86
0,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
0,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
0,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
0,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
0,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
0,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
0,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
1,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
1,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
1,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
1,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
1,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
1,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
1,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
2,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
2,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
2,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
2,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
2,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
2,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
2,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
3,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
3,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
3,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
3,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
3,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
3,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
3,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
4,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
4,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
4,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
4,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
4,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
4,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
4,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
5,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
5,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
5,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
5,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
5,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
5,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
5,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
6,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
6,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
6,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
6,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
6,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
6,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,83,79
6,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,83,79
7,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
7,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
7,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
7,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
7,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
7,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
7,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
8,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
8,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
8,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
8,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
8,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
8,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
8,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
9,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
9,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
9,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
9,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
9,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
9,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
9,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
10,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
10,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
10,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
10,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
10,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
10,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
10,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
11,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
11,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
11,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
11,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
11,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
11,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,83,79
11,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,83,79
12,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
12,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
12,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
12,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
12,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
12,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,73,79
12,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,73,79
13,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
13,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
13,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
13,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
13,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
13,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,73,79
13,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,73,79
14,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
14,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
14,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
14,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
14,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
14,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,73,79
14,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,73,79
15,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
15,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
15,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
15,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
15,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,80,82
15,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,73,79
15,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,73,79
16,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
16,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
16,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
16,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
16,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,91,82
16,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,83,79
16,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,83,79
17,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
17,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
17,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
17,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
17,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
17,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
17,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
18,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
18,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
18,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
18,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
18,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
18,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
18,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
19,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
19,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
19,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
19,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
19,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
19,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
19,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
20,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
20,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
20,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
20,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
20,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
20,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
20,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
21,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
21,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
21,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
21,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
21,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,164,68
21,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
21,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,149,66
22,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
22,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
22,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
22,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
22,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
22,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
22,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
23,0,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
23,1,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
23,2,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
23,3,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
23,4,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,57,82
23,5,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
23,6,andhra_pradesh_ambedkar_konaseema,16.5833,82.0167,52,79
0,0,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
0,1,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
0,2,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
0,3,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
0,4,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
0,5,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
0,6,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
1,0,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
1,1,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
1,2,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
1,3,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
1,4,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
1,5,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
1,6,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
2,0,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
2,1,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
2,2,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
2,3,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
2,4,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
2,5,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
2,6,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
3,0,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
3,1,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
3,2,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
3,3,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
3,4,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
3,5,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
3,6,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
4,0,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
4,1,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
4,2,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
4,3,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
4,4,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
4,5,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
4,6,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
5,0,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
5,1,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
5,2,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
5,3,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
5,4,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
5,5,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
5,6,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
6,0,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
6,1,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
6,2,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
6,3,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
6,4,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
6,5,andhra_pradesh_ananthapur,14.6819,77.6006,83,79
6,6,andhra_pradesh_ananthapur,14.6819,77.6006,83,79
7,0,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
7,1,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
7,2,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
7,3,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
7,4,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
7,5,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
7,6,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
8,0,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
8,1,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
8,2,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
8,3,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
8,4,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
8,5,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
8,6,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
9,0,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
9,1,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
9,2,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
9,3,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
9,4,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
9,5,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
9,6,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
10,0,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
10,1,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
10,2,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
10,3,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
10,4,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
10,5,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
10,6,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
11,0,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
11,1,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
11,2,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
11,3,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
11,4,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
11,5,andhra_pradesh_ananthapur,14.6819,77.6006,83,79
11,6,andhra_pradesh_ananthapur,14.6819,77.6006,83,79
12,0,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
12,1,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
12,2,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
12,3,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
12,4,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
12,5,andhra_pradesh_ananthapur,14.6819,77.6006,73,79
12,6,andhra_pradesh_ananthapur,14.6819,77.6006,73,79
13,0,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
13,1,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
13,2,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
13,3,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
13,4,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
13,5,andhra_pradesh_ananthapur,14.6819,77.6006,73,79
13,6,andhra_pradesh_ananthapur,14.6819,77.6006,73,79
14,0,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
14,1,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
14,2,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
14,3,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
14,4,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
14,5,andhra_pradesh_ananthapur,14.6819,77.6006,73,79
14,6,andhra_pradesh_ananthapur,14.6819,77.6006,73,79
15,0,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
15,1,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
15,2,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
15,3,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
15,4,andhra_pradesh_ananthapur,14.6819,77.6006,80,82
15,5,andhra_pradesh_ananthapur,14.6819,77.6006,73,79
15,6,andhra_pradesh_ananthapur,14.6819,77.6006,73,79
16,0,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
16,1,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
16,2,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
16,3,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
16,4,andhra_pradesh_ananthapur,14.6819,77.6006,91,82
16,5,andhra_pradesh_ananthapur,14.6819,77.6006,83,79
16,6,andhra_pradesh_ananthapur,14.6819,77.6006,83,79
17,0,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
17,1,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
17,2,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
17,3,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
17,4,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
17,5,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
17,6,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
18,0,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
18,1,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
18,2,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
18,3,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
18,4,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
18,5,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
18,6,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
19,0,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
19,1,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
19,2,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
19,3,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
19,4,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
19,5,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
19,6,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
20,0,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
20,1,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
20,2,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
20,3,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
20,4,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
20,5,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
20,6,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
21,0,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
21,1,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
21,2,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
21,3,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
21,4,andhra_pradesh_ananthapur,14.6819,77.6006,164,68
21,5,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
21,6,andhra_pradesh_ananthapur,14.6819,77.6006,149,66
22,0,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
22,1,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
22,2,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
22,3,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
22,4,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
22,5,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
22,6,andhra_pradesh_ananthapur,14.6819,77.6006,52,79
23,0,andhra_pradesh_ananthapur,14.6819,77.6006,57,82
